"","source","publishedAt","urlToImage","author","title","description","url","content","category"
"1","101greatgoals.com",2019-01-19 12:29:03,"https://www.101greatgoals.com/wp-content/uploads/2018/12/GettyImages-1072217156-3-1024x683.jpg","Conor Laird","Man United-linked Eder Militao reaches ‘verbal agreement’ to join Real Madrid","In-demand Porto defender Eder Militao is reportedly set to join Real Madrid at the end of the season. Porto starlet Militao, a 21-year-old centre-half, only made the move to Europe last summer, from his home country of Brazil. After coming up through the yout…","https://www.101greatgoals.com/news/man-united-linked-eder-militao-reaches-verbal-agreement-to-join-real-madrid/","In-demand Porto defender Eder Militao is reportedly set to join Real Madrid at the end of the season.
Porto starlet
Militao, a 21-year-old centre-half, only made the move to Europe last summer, from his home country of Brazil.
After coming up through the y… [+1774 chars]",NA
"2","9gag.com",2019-02-02 19:25:02,"https://images-cdn.9gag.com/photo/a2ZKjYZ_700b.jpg","https://facebook.com/9gag","Happened in brazil a few days ago, a brave girl rescue her brother from domestic fire.","More memes, funny videos and pics on 9GAG","https://9gag.com/gag/a2ZKjYZ/happened-in-brazil-a-few-days-ago-a-brave-girl-rescue-her-brother-from-domestic-fire","We provides an online platform to allows users to upload and share images, videos, and other content. We take the rights of intellectual property owners very seriously and comply as a service provider with all applicable provisions of the United States Digita… [+487 chars]",NA
"3","9gag.com",2019-02-03 01:50:01,"https://images-cdn.9gag.com/photo/aWYGPbA_700b.jpg","https://facebook.com/9gag","So carnival is about to start in Brazil and here is a group I would like to join","Tags: carnival, super mario luigi, Brazil 730 points, 39 comments.","https://9gag.com/gag/aWYGPbA/so-carnival-is-about-to-start-in-brazil-and-here-is-a-group-i-would-like-to-join","We provides an online platform to allows users to upload and share images, videos, and other content. We take the rights of intellectual property owners very seriously and comply as a service provider with all applicable provisions of the United States Digita… [+487 chars]",NA
"4","9gag.com",2019-02-16 17:00:01,"https://images-cdn.9gag.com/photo/aWYpRRA_700b.jpg","https://facebook.com/9gag","This town in Brazil was colonized by germans. Very beautiful.","More memes, funny videos and pics on 9GAG","https://9gag.com/gag/aWYpRRA/this-town-in-brazil-was-colonized-by-germans-very-beautiful","We provides an online platform to allows users to upload and share images, videos, and other content. We take the rights of intellectual property owners very seriously and comply as a service provider with all applicable provisions of the United States Digita… [+487 chars]",NA
"5","9to5google.com",2019-01-19 20:11:28,"https://9to5google.com/wp-content/uploads/sites/4/2019/01/google_maps_speed_limit_1.jpg?quality=82&strip=all&w=1600","Ben Schoon","Google Maps speed limits, speed camera alerts now rolling out widely on Android and iOS","After being in testing for over two years, Google has finally widely launched speed limits within Google Maps this week. Following a smaller rollout earlier this week, the feature is now rolling out on a much wider scale in regions around the globe. more… The…","https://9to5google.com/2019/01/19/google-maps-speed-limits-rollout/","After being in testing for over two years, Google has finally widely launched speed limits within Google Maps this week. Following a smaller rollout earlier this week, the feature is now rolling out on a much wider scale in regions around the globe.
Confirme… [+1432 chars]",NA
"6","9to5mac.com",2019-01-22 18:18:10,"https://9to5mac.com/wp-content/uploads/sites/6/2019/01/iphone.png?w=1500","Alex Allegro","Apple announces contest to crown 10 best ‘Shot on iPhone’ photos, submissions open through February 7th","Apple shared a Newsroom briefing today announcing a new contest to find the “best photos shot on iPhone”. Running from January 22 to February 7, Apple says its panel of eleven photography judges from around the world (including Phil Schiller), will select the…","https://9to5mac.com/2019/01/22/apple-contest-shot-on-iphone/","Apple shared a Newsroom briefing today announcing a new contest to find the “best photos shot on iPhone”. Running from January 22 to February 7, Apple says its panel of eleven photography judges from around the world (including Phil Schiller), will select the… [+1100 chars]",NA
"7","9to5mac.com",2019-01-28 13:03:59,"https://9to5mac.com/wp-content/uploads/sites/6/2013/06/mac-pro-wwdc-01.png?w=1600","Benjamin Mayo","NYT: The 2013 Mac Pro launch was partly delayed by the lack of US screw suppliers","The New York Times features a fun story today, shining some light on why big companies struggle to build products at scale in the United States. It claims that Apple failed to find a suitable domestic screw supplier for a particular Mac Pro part. It had to tu…","https://9to5mac.com/2019/01/28/apple-mac-pro-screwed/","The New York Times features a fun story today, shining some light on why big companies struggle to build products at scale in the United States.
It claims that Apple failed to find a suitable domestic screw supplier for a particular Mac Pro part. It had to t… [+1507 chars]",NA
"8","ABC News",2019-01-26 21:00:04,"https://s.abcnews.com/images/International/brazil-dam-collapse-11-rtr-jc-190125_hpMain_16x9_992.jpg","Aicha El Hammar Castano","34 dead, up to 300 feared missing after dam collapse","The dam is operated by the largest mining company in Brazil.","https://abcnews.go.com/International/34-dead-300-feared-missing-dam-collapse-brazil/story?id=60630590","At least 34 people are dead and up to 300 people have been reported missing after a dam collapsed in Brazil on Friday.
Interested in Brazil?
Add Brazil as an interest to stay up to date on the latest Brazil news, video, and analysis from ABC News.
More tha… [+2114 chars]","general"
"9","ABC News",2019-01-28 00:14:08,"https://s.abcnews.com/images/US/brazil-dam-collapse-ap-mo-20190127_hpMain_16x9_992.jpg","Aicha El Hammar Castano","58 dead, at least 300 missing after dam collapse","A dam collapse in Brazil has killed at least 58 people, with another 305 unaccounted for, officials say.","https://abcnews.go.com/International/58-dead-300-missing-dam-collapse-brazil/story?id=60630590","At least 58 people are dead and at least 300 people have been reported missing after a dam collapsed in Brazil on Friday.
Interested in Brazil?
Add Brazil as an interest to stay up to date on the latest Brazil news, video, and analysis from ABC News.
Eight… [+2493 chars]","general"
"10","Abduzeedo.com",2019-02-06 16:00:26,NA,"AoiroStudio","Inside Look at Tony Hawk's Skate Jam Game UI Design & Process","Inside Look at Tony Hawk's Skate Jam Game UI Design & Process AoiroStudio Feb 06, 2019 Our pals from Adobe XD have shared a story with a recent collaboration between the legendary Tony Hawk and the team over Maple Media for his new game Skate Jam. Now tacklin…","https://abduzeedo.com/node/85298","Our pals from Adobe XD have shared a story with a recent collaboration between the legendary Tony Hawk and the team over Maple Media for his new game Skate Jam. Now tackling the mobile game's world, Tony Hawks Skate Jam is now out on iOS and Android. Using Ad… [+4078 chars]",NA
"11","Abovetopsecret.com",2019-01-19 17:55:24,"http://files.abovetopsecret.com/images/ats16.jpg","ElGoobero","Brazil agriculture minister wants to open indigenous land to commercial farming","https://www.reuters.com/article/us-brazil-agriculture-indigenous/brazil-agriculture-minister-wants-to-open-indigenous-land-to-commercial-farming-idUSK CN1PC25P Brazil should open...","http://www.abovetopsecret.com/forum/thread1229773/pg1","www.reuters.com...
CN1PC25P Brazil should open indigenous land to commercial farming, Agriculture Minister Tereza Cristina Dias said on Friday...Farmers form a key base of
support for right-wing firebrand Bolsonaro who since taking office Jan. 1 has placed … [+850 chars]",NA
"12","Abs-cbn.com",2019-01-30 15:56:00,"https://sa.kapamilya.com/absnews/abscbnnews/media/2017/news/12/07/vaccine.jpg","Julie Steenhuysen, Reuters","Undeterred by Sanofi's stumble, Takeda takes similar path with dengue shot - ABS-CBN News","Undeterred by Sanofi's stumble, Takeda takes similar path with dengue shot ABS-CBN News CHICAGO - A new vaccine for the dengue virus is taking a potentially risky road to prevent the mosquito-borne disease that infects nearly 400 million people... View full c…","https://news.abs-cbn.com/overseas/01/30/19/undeterred-by-sanofis-stumble-takeda-takes-similar-path-with-dengue-shot","CHICAGO - A new vaccine for the dengue virus is taking a potentially risky road to prevent the mosquito-borne disease that infects nearly 400 million people each year.
Takeda Pharmaceutical Co Ltd plans to seek approval for the experimental vaccine first in … [+5605 chars]",NA
"13","Adeevee.com",2019-01-21 09:39:19,"http://www.adeevee.com/aimages/201901/21/colegio-darwin-imagine-print-411271-adeevee.jpg",NA,"Colégio Darwin: Imagine","Print Colégio Darwin The Children&rsquo;s Day is celebrated in Brazil on October 12, but the date changes according to the country culture around the world. The Col&eacute;gio Darwin believes that children can change the world with imagination. The world is m…","http://www.adeevee.com/2019/01/colegio-darwin-imagine-print/","The Children’s Day is celebrated in Brazil on October 12, but the date changes according to the country culture around the world. The Colégio Darwin believes that children can change the world with imagination.
The world is much better when we can turn into … [+23 chars]",NA
"14","Adeevee.com",2019-02-13 22:51:01,"https://www.adeevee.com/aimages/201902/13/honda-hr-v-honda-vsa-system-print-412066-adeevee.jpg",NA,"Honda HR-V : Honda VSA System","Print Honda Vehicle Stability Assist is an exclusive system designed by Honda to anticipate when the car is being driven either deliberately or inadvertently in such a way that a loss of control is about to occur. During cornering, VSA helps the car to correc…","https://www.adeevee.com/2019/02/honda-hr-v-honda-vsa-system-print/",NA,NA
"15","Adeevee.com",2019-02-05 20:03:14,"http://www.adeevee.com/aimages/201902/05/frisa-girl-grandma-gym-student-business-print-411682-adeevee.jpg",NA,"Frisa: Girl, Grandma, Gym, Student, Business","Print Frisa Frisa is the size of your hunger. Advertising Agency: MP Publicidade, Vila Velha, Brazil Creative Directors: Mônica Debbanné, Rodrigo Pegoretti Art Director: Daniel Galvão Copywriter: Rafael Venturini Illustrator: Daniel Galvão","http://www.adeevee.com/2019/02/frisa-girl-grandma-gym-student-business-print/",NA,NA
"16","Advocate.com",2019-02-09 20:43:30,"https://www.advocate.com/sites/advocate.com/files/2019/02/09/bolsonarox750_0.jpg","Daniel Reynolds","Brazil to Erase LGBTQ, Feminist Movements From School Textbooks","President Jair Bolsonaro is waging a war on ""Marxist ideology.""","https://www.advocate.com/world/2019/2/09/brazil-erase-lgbtq-feminist-movements-school-textbooks","Brazil is preparing for an alarming revision to the textbooks in its public schools.
President Jair Bolsonaro announced that information related to LGBTQ and feminist movements, which the recently elected far-right official called ""Marxist rubbish,"" will be … [+2785 chars]",NA
"17","Adweek.com",2019-01-22 18:30:56,"https://static.adweek.com/adweek.com-prod/wp-content/uploads/2019/01/CarRacingGameOnSmartphone-600x315.jpg","David Cohen","Fate/Grand Order Was the Most-Tweeted-About Game in 2018","There were some 1 billion tweets about gaming worldwide in 2018, and Twitter shared a look at some of the topics that generated the most buzz on its platform last year. The countries and regions that tweeted the most about gaming in 2018 were: Japan U.S. U.K.…","http://www.adweek.com/digital/fate-grand-order-was-the-most-tweeted-about-game-in-2018/","There were some 1 billion tweets about gaming worldwide in 2018, and Twitter shared a look at some of the topics that generated the most buzz on its platform last year.
The countries and regions that tweeted the most about gaming in 2018 were:
Japan
U.S.
… [+996 chars]",NA
"18","Al Jazeera English",2019-02-01 10:14:47,"https://www.aljazeera.com/mritems/Images/2019/2/1/48b0e868309140a3a086fefed8a1967a_18.jpg","Al Jazeera","Death toll in Brazil dam disaster rises to 110","At least 110 people confirmed dead in Brumadinho dam collapse while 238 people are still unaccounted for, say officials.","https://www.aljazeera.com/news/2019/02/death-toll-brazil-dam-disaster-rises-100-190201080443323.html","The death toll from a dam collapse in the Brazilian city of Brumadinho has jumped to 110 people, according to an official and rescue workers at the site.
Lieutenant Flavio Godinho, an official at the Minas Gerais state civil defence agency, told the Associat… [+1744 chars]","general"
"19","Al Jazeera English",2019-02-08 11:26:15,"https://www.aljazeera.com/mritems/Images/2019/2/8/5ebee2d4b58b4144b3a902f8f62e08f5_18.jpg","Al Jazeera","Several killed in fire at Flamengo football club training centre","Firefighters say 10 people have died in a fire at a training facility of one of Brazil's biggest football clubs.","https://www.aljazeera.com/news/2019/02/killed-fire-flamengo-football-club-training-centre-190208105212098.html","A fire at the training centre of Rio de Janeiro football club Flamengo has killed 10 people and injured at least three others, firefighters have said.
The fire broke out on Friday at Ninho do Urubu, a state-of-the-art training centre that was expanded and op… [+674 chars]","general"
"20","Al Jazeera English",2019-02-12 21:59:44,"https://www.aljazeera.com/mritems/Images/2019/2/12/0abaf659bbf14870b662e603b6f69673_18.jpg","Mia Alberti","Brazil's Pataxo depended on a river that's now polluted with mud","The Pataxo indigenous tribe's main source of food and water was destroyed after January's dam collapse in eastern Brazil","https://www.aljazeera.com/news/2019/02/brazil-pataxo-depended-river-turned-mud-190212165216265.html","Brumadinho, Brazil - A flock of black birds circled above a little stretch of land next to the Paraopeba river in eastern Brazil's Brumadinho, city in the state of a Minas Gerais. Its waters were dark orange and smelled like putrid fish.
""They're vultures. I… [+10030 chars]","general"
"21","Al Jazeera English",2019-01-30 20:28:06,"https://www.aljazeera.com/mritems/Images/2019/1/30/60136c07608b45979f33125eefb88a8e_18.jpg","Mia Alberti","Brazil dam disaster: 'Dead or alive, we just want to know'","Families search for answers after muddy sea of debris swept away everything in its path and killed more than 80 people.","https://www.aljazeera.com/news/2019/01/brazil-dam-disaster-dead-alive-190130175714119.html","Brumadinho, Brazil - Rose Silva sat patiently in a crowded makeshift rescue centre in Brumadinho, Minas Gerais. She was waiting to hear any news about her cousin, Wesley. He's one of the 272 people still missing after a dam collapsed in this northeastern Braz… [+5933 chars]","general"
"22","Al Jazeera English",2019-02-13 22:56:03,"https://www.aljazeera.com/mritems/Images/2018/10/12/b348fc0ae1504529a7cf091fdd539922_18.jpg","Mia Alberti","Brazil indigenous groups decry Bolsonaro's escalating attacks","Report finds Brazil's indigenous communities are facing growing attacks, threats and land grabs under the new president.","https://www.aljazeera.com/news/2019/02/brazil-indigenous-groups-decry-bolsonaro-escalating-attacks-190213205305375.html","Sao Paulo, Brazil - Brazilian indigenous groups say far-right President Jair Bolsonaro has ramped up land grabs, intimidation and even killings during his short time in office. 
On Wednesday, several indigenous organisations released a grim joint report to t… [+5289 chars]","general"
"23","Al Jazeera English",2019-02-02 17:39:27,"https://www.aljazeera.com/mritems/images/2019/2/2/665003303001_5997791647001_5997755313001-th.jpg","Victoria Gatenby","Brazil dam collapse: New video shows moment of dam burst","The wave of mud is now moving towards a major river and may contaminate water supplies.","https://www.aljazeera.com/news/2019/02/brazil-dam-collapse-video-shows-moment-dam-burst-190202173927014.html","Dramatic new video has been released showing the moment a dam burst in southeastern Brazil.
A week later, at least 115 people have been killed and hundreds are still missing and the wave of mud is making its way toward a major river.
Amid grief and recrimin… [+132 chars]","general"
"24","Al Jazeera English",2019-01-30 07:50:10,"https://www.aljazeera.com/mritems/Images/2019/1/30/7765d4d07c5940d58067012b09b28bef_18.jpg","Al Jazeera","Waste unleashed from Brazil dam on its way to a larger river","Sludge containing iron oxide threatens to contaminate drinking water in five states.","https://www.aljazeera.com/news/2019/01/190130061704406.html","A torrent of muddy mining waste unleashed by a dam breach that killed at least 84 people in southeastern Brazil is now heading down a small river with high concentrations of iron oxide, threatening to contaminate a much larger river that provides drinking wat… [+3562 chars]","general"
"25","Al Jazeera English",2019-01-29 10:30:01,"https://www.aljazeera.com/mritems/images/2019/1/29/665003303001_5995761420001_5995739290001-th.jpg","Daniel Schweimler","Funerals held for Brazil dam collapse victims","The first funerals held for victims of the Brazilian dam collapse, as the search goes on for hundreds still missing.","https://www.aljazeera.com/news/2019/01/funerals-held-brazil-dam-collapse-victims-190129103001876.html","Funerals have been held for some of the victims of a dam collapse in southeastern Brazil.
The death toll has risen to 65.
Nearly 300 people are still missing after the disaster struck in the town of Brumadinho on Friday.
Al Jazeera's Daniel Schweimler repo… [+19 chars]","general"
"26","Al Jazeera English",2019-01-27 10:52:49,"https://www.aljazeera.com/mritems/Images/2019/1/25/5ec448365de94d13b3cb7cb2d345377c_18.jpg","Al Jazeera","Alert raised over imminent risk to another Brazil mining dam","Firefighters are evacuating communities near a mine tailings dam after its owner reports dangerously high water levels.","https://www.aljazeera.com/news/2019/01/alert-raised-imminent-risk-brazil-mining-dam-190127095407785.html","An alarm warning of an imminent mining dam rupture was activated early on Sunday in Brazil's Brumadinho municipality, the same community where a dam collapsed killing at least 40 and leaving about 300 missing just two days ago.
The alarm went off at 5:30am l… [+1516 chars]","general"
"27","Al Jazeera English",2019-01-21 18:42:43,"https://www.aljazeera.com/mritems/Images/2019/1/21/e3548bdb36f4468282e51548399f2f56_18.jpg","By Joi Lee, Elia Ghorbiah","From waste to taste: Brazil's fight against food waste","Brazilians fight back against food waste by educating the youth and salvaging food.","https://www.aljazeera.com/indepth/inpictures/waste-taste-brazil-fight-food-waste-190121142138390.html","Nearly a third of all food produced in the world - more than 1.3bn tonnes - is lost or wasted every year. 
The amount of food waste adds up to a global cost of $2 trillion and could feed as many as two billion people annually.
When walking along the colourf… [+1757 chars]","general"
"28","Al Jazeera English",2019-02-13 11:15:29,"https://www.aljazeera.com/mritems/Images/2019/2/13/44e0cffefe784fa3854002eea8e4b939_18.jpg","Al Jazeera","Brazil minister blasted for calling Amazon defender 'irrelevant'","Ricardo Salles questions the role of famous Amazon forest defender as he 'advanced his own interests'.","https://www.aljazeera.com/news/2019/02/brazil-minister-blasted-calling-amazon-defender-irrelevant-190213094702586.html","Brazilian environmental groups have blasted President Jair Bolsonaro's environment minister after he dismissed the murdered Amazon rain forest defender Chico Mendes as ""irrelevant"".
""I don't know Chico Mendes,"" environment minister Ricardo Salles told report… [+2390 chars]","general"
"29","Al Jazeera English",2019-02-05 15:46:27,"https://www.aljazeera.com/mritems/Images/2019/2/4/239f8b1b6acb4ced993838387d30cb7d_18.jpg","Tahir Ibn Manzoor","World's seven wonders recreated in New Delhi using scrap","A Clean India project sees artists incorporating waste to make replicas of the iconic structures.","https://www.aljazeera.com/indepth/inpictures/world-wonders-recreated-delhi-scrap-190204085015717.html","New Delhi, India - For the past six months, a group of seven Indian artists has been working with discarded materials to produce replicas of the seven wonders of the world.
Under the Indian government initiative that began in August, the artists used scrap -… [+1154 chars]","general"
"30","Al Jazeera English",2019-01-22 10:30:48,"https://www.aljazeera.com/mritems/Images/2019/1/22/1931603f8e174089891c7c698cf0186c_18.jpg","Al Jazeera","Bolsonaro to promote 'new Brazil' at Davos","World Economic Forum in the Swiss resort marked by the absence of notable world leaders kicks off on Tuesday.","https://www.aljazeera.com/news/2019/01/bolsonaro-promote-brazil-davos-190122062853485.html","Skirting the first political scandal of his new presidency, far-right leader Jair Bolsonaro will tout a ""new Brazil"" when he addresses the world's business elite in Davos.
The president of Latin America's biggest economy is giving the keynote address at this… [+2946 chars]","general"
"31","Al Jazeera English",2019-01-27 19:27:03,"https://www.aljazeera.com/mritems/Images/2019/1/27/54eb173c51364136b54930e3e6d19170_18.jpg","Al Jazeera","Search for survivors resumes after Brazil dam collapse","Firefighters returned to mud-covered areas after searches were suspended over fears a second dam could burst.","https://www.aljazeera.com/news/2019/01/search-survivors-resumes-brazil-dam-collapse-190127160139109.html","Brazilian authorities have resumed the search for hundreds of missing people in the wake of a massive dam collapse.
Firefighter crews on Sunday returned to mud-covered areas after a several-hour suspension over fears that a second dam was at risk of breach.… [+3610 chars]","general"
"32","Al Jazeera English",2019-01-31 09:27:52,"https://www.aljazeera.com/mritems/images/2019/1/31/665003303001_5996776562001_5996730271001-th.jpg","Daniel Schweimler","Brazil's indigenous people protest against Bolsonaro's policies","President Bolsonaro has issued executive orders preventing new land being demarcated as indigenous territory.","https://www.aljazeera.com/news/2019/01/brazils-indigenous-people-protest-bolsonaros-policies-190131092752717.html","Representatives of Brazil's nearly one million indigenous people are gathering in Sao Paulo to protest against what they call incitement to violence and hatred against them by President Jair Bolsonaro.
Bolsonaro has issued executive orders preventing new lan… [+331 chars]","general"
"33","Al Jazeera English",2019-01-23 23:21:49,"https://www.aljazeera.com/mritems/Images/2019/1/23/07afd112433c45378c29a4954f78ec39_18.jpg","Al Jazeera","Regional powers recognise Maduro opponent as interim president","US, Canada, Brazil, Colombia, among others recognise Juan Guiado as country's interim president.","https://www.aljazeera.com/news/2019/01/regional-powers-recognise-maduro-opponent-interim-president-190123224319592.html","The United States, Canada and major South American nations recognised the head of Venezuela's opposition-controlled legislature, Juan Guiado, as the country's interim leader on Wednesday, leaving President Nicolas Maduro increasingly isolated.
Major regional… [+3593 chars]","general"
"34","Al Jazeera English",2019-01-25 20:32:55,"https://www.aljazeera.com/mritems/Images/2019/1/25/5ec448365de94d13b3cb7cb2d345377c_18.jpg","Al Jazeera","Brazil dam collapse: 200 missing, multiple deaths feared","Scores of people trapped, homes destroyed as tailings dam bursts at iron ore mine in southeastern Minas Gerais state.","https://www.aljazeera.com/news/2019/01/brazil-dam-collapse-200-missing-multiple-deaths-feared-190125192539900.html","About 200 people are missing after a dam collapsed in southeast Brazil with fears the disaster caused a number of deaths. 
A statement from the fire brigade's headquarters in the city of Belo Horizonte, the state capital of Minas Gerais state, not far from t… [+2475 chars]","general"
"35","Androidcentral.com",2019-02-07 13:00:02,"https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/02/moto-g7-family-android-central-1.jpg?itok=uT3fhzoi","Daniel Bader","There are four Moto G7s this year: Here are the specs in one place","More of the same, but better. There's something to be said for consistency, and Motorola is extremely that. The Moto G7 lineup includes four phones (though only three are coming to the U.S.), and they are minor but significant updates over their respective pr…","https://www.androidcentral.com/moto-g7-specs","The new Moto G7 will be released in the U.S. starting this spring and will be universally unlocked at Best Buy, B&amp;H Photo, Walmart and on Amazon.com with subsequent availability at Google Fi, Republic Wireless and Ting.
The new Moto G7 Power will be rele… [+730 chars]",NA
"36","Androidcommunity.com",2019-01-24 05:30:03,"https://scdn.androidcommunity.com/wp-content/uploads/2019/01/Motorola-Moto-G7.jpg","Rei Padla","Moto G7 Series appears on Motorola Brazil website by accident","Motorola is definitely launching the new Moto G7 Series. The phone has surfaced on none other than Motorola’s official website before the official launch. It was an “Oops” moment for Motorola Brazil as the page was leaked accidentally. It has since been pulle…","https://androidcommunity.com/moto-g7-series-appears-on-motorola-brazil-website-by-accident-20190123/","Motorola is definitely launching the new Moto G7 Series. The phone has surfaced on none other than Motorola’s official website before the official launch. It was an “Oops” moment for Motorola Brazil as the page was leaked accidentally. It has since been pulle… [+1425 chars]",NA
"37","Androidcommunity.com",2019-02-08 05:38:28,"https://edge.androidcommunity.com/wp-content/uploads/2019/02/Motorola-Moto-G7.jpg","Rei Padla","Moto G7, Moto G7 Play, Moto G7 Plus, and Moto G7 Power unveiled","The Moto G7 was rendered early in images and video, showing dual rear shooters and a teardrop notch. We’ve seen even the Play variant on FCC plus pricing details, live images, and detailed specs. In Brazil, the Moto G7 Series was posted on the company website…","https://androidcommunity.com/moto-g7-moto-g7-play-moto-g7-plus-and-moto-g7-power-unveiled-20190207/","The Moto G7 was rendered early in images and video, showing dual rear shooters and a teardrop notch. We’ve seen even the Play variant on FCC plus pricing details, live images, and detailed specs. In Brazil, the Moto G7 Series was posted on the company website… [+3663 chars]",NA
"38","Androidcommunity.com",2019-02-08 12:00:04,"https://edge.androidcommunity.com/wp-content/uploads/2019/02/Google-Fi-Moto-G7.jpg","Rei Padla","Google Fi to offer Moto G7 from Motorola soon","The Moto G7 is joining the Google Fi squad. We mentioned this earlier when Motorola officially announced all-new addition to the Moto G family. The Google Fi team has teased the good news so expect related reports will also be revealed by Motorola or any othe…","https://androidcommunity.com/google-fi-to-offer-moto-g7-from-motorola-soon-20190208/","The Moto G7 is joining the Google Fi squad. We mentioned this earlier when Motorola officially announced all-new addition to the Moto G family. The Google Fi team has teased the good news so expect related reports will also be revealed by Motorola or any othe… [+1210 chars]",NA
"39","Androidcommunity.com",2019-02-06 13:00:15,"https://edge.androidcommunity.com/wp-content/uploads/2019/02/Lenovo-Tab-E10-Images.jpg","Rei Padla","Lenovo Tab E10 allows family entertainment on-the-go","Lenovo may not be top mobile OEM in the world today but it has both the Lenovo and Motorola advantage. Motorola smartphones are selling very well especially in key regions like Brazil. Lenovo still has some Android phones in the works like the Lenovo Z5 Pro G…","https://androidcommunity.com/lenovo-tab-e10-allows-family-entertainment-on-the-go-20190206/","Lenovo may not be top mobile OEM in the world today but it has both the Lenovo and Motorola advantage. Motorola smartphones are selling very well especially in key regions like Brazil. Lenovo still has some Android phones in the works like the Lenovo Z5 Pro G… [+1303 chars]",NA
"40","Aol.com",2019-01-27 21:19:11,"https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1028x675/format/jpg/quality/85/http%3A%2F%2Fmedia.zenfs.com%2Fen-GB%2Fhomerun%2Fthe_independent_577%2F284eef8f52230229d3f6bd78c0c23241","Blaise Castren","Brazil resumes search for hundreds missing after dam collapse, ends evacuation - AOL","Brazil resumes search for hundreds missing after dam collapse, ends evacuation AOL 58 dead, at least 300 missing after dam collapse ABC News Death toll jumps to 58 in Brazil dam collapse CNN Hope turns to anger as death toll from Brazil dam collapse rises Al …","https://www.aol.com/article/news/2019/01/27/brazil-resumes-search-for-missing-after-dam-collapse-ends-evacuation/23654192/","BRUMADINHO, Brazil -- Brazilian firefighters on Sunday resumed searching for hundreds of missing people and called off an evacuation of nearby residents after a mining dam ruptured on Friday, triggering a deadly mudslide.
A remaining dam at a Vale SA iron or… [+3238 chars]",NA
"41","Apple.com",2019-01-19 21:42:39,NA,NA,"Apple resumes selling iPhone SE at lower $249 price on its clearance store","Originally released March 2016 Unlocked, SIM-Free, Model A16621 4-inch Retina display with IPS technology A9 chip with embedded M9 motion coprocessor Talk time up to 14 hours LTE and 802.11ac Wi-Fi Bluetooth 4.2 wireless technology NFC 12-megapixel camera Dig…","https://www.apple.com/shop/product/MP7X2LL/A/iphone-se-128gb-space-gray-unlocked","Capacity
32GB
128GB6
Processor
A9 chip with 64bit architecture
Embedded M9 motion coprocessor
Display
Retina display 
4-inch (diagonal) widescreen LCD Multi-Touch display with IPS technology
1136by640pixel resolution at 326 ppi
800:1 contrast ratio … [+7794 chars]",NA
"42","Archdaily.com",2019-02-04 14:00:00,"https://images.adsttc.com/media/images/5c3c/beaa/08a5/e5a9/f200/009d/large_jpg/CASA_BAMBU_-_Vilela_Florez-1.jpg?1547484811","Rayen Sagredo","Bamboo House / Vilela Florez","The clients, a couple who spend most of the year sailing on a sailboat through the Mediterranean islands, ask us to design a house in a condominium near a small village of the northeast of Brazil. Their only conditions were that we should stick to the budget …","https://www.archdaily.com/891089/bamboo-house-vilela-florez","© Maira Acayaba
+ 42
© Maira Acayaba
Text description provided by the architects. The clients, a couple who spend most of the year sailing on a sailboat through the Mediterranean islands, ask us to design a house in a condominium near a small village of th… [+1457 chars]",NA
"43","Archdaily.com",2019-01-23 14:00:00,"https://images.adsttc.com/media/images/5c2b/951c/08a5/e512/1300/012d/large_jpg/FEATURE_IMAGE.jpg?1546360073","Rayen Sagredo","Jambreiro House / Marcos Franchini + Flávia Lutkenhaus","In different terrains and contexts, Brazil have the opportunity to live in the forest: either in the field or in town, interspersed with remnants of native forest. Enjoying the climate and the contact with nature is, for those who design it, a challenge but a…","https://www.archdaily.com/908783/jambreiro-house-marcos-franchini-plus-flavia-lutkenhaus","© Gabriel Castro / Reverbo
+ 27
Light design
Zenaide Aparecida (equipe técnica Othon de Carvalho) 
Structural design
Antônio Capuruço consultoria e projetos de engenharia
Electric / Hydraulic project
Contractor
Manufacturers
More Specs
Less Specs
©… [+1258 chars]",NA
"44","Archdaily.com",2019-02-05 14:00:00,"https://images.adsttc.com/media/images/5a77/7c09/f197/cc74/e900/00cc/large_jpg/feature_image.jpg?1517779961","Rayen Sagredo","Oriba Store / André Sumida + Joana Espinha","Completed in 2016 in Pinheiros, Brazil. Images by Fernando Gonsales, André Sumida. The goal of the Project is to promote the brand, create a space to expose the goods and the philosophy of a man´s wear brand with bigger ideals than...","https://www.archdaily.com/888395/oriba-store-andre-sumida-plus-joana-espinha","© Fernando Gonsales
+ 26
© André Sumida
Text description provided by the architects. The goal of the Project is to promote the brand, create a space to expose the goods and the philosophy of a man´s wear brand with bigger ideals than sell their products.
… [+2716 chars]",NA
